realisation,job_id,actual_duration_min
1,J00032,79.3
1,J00039,15.0
1,J00052,75.8
1,J00060,71.7
1,J00108,40.3
1,J00130,35.9
1,J00145,32.2
1,J00154,42.1
1,J00160,12.7
1,J00175,52.5
1,J00036,26.7
1,J00096,19.7
1,J00102,35.5
1,J00111,32.5
1,J00001,42.6
1,J00003,45.8
1,J00019,49.2
1,J00026,46.1
1,J00037,47.1
1,J00048,38.1
1,J00049,39.0
1,J00050,45.4
1,J00051,74.1
1,J00082,32.8
1,J00117,31.3
1,J00119,37.5
1,J00127,78.9
1,J00132,34.4
1,J00135,38.4
1,J00146,33.1
1,J00148,41.8
1,J00005,15.2
1,J00025,44.6
1,J00034,25.0
1,J00040,48.6
1,J00073,51.0
1,J00084,33.2
1,J00090,20.1
1,J00092,25.0
1,J00098,15.6
1,J00107,37.0
1,J00109,39.9
1,J00116,58.8
1,J00137,29.7
1,J00143,37.1
1,J00170,45.9
1,J00012,32.7
1,J00056,55.6
1,J00074,59.6
1,J00078,70.7
1,J00094,48.8
1,J00101,42.6
1,J00112,33.2
1,J00115,36.7
1,J00173,63.6
1,J00007,37.5
1,J00035,44.1
1,J00043,44.8
1,J00057,40.4
1,J00062,79.2
1,J00068,46.6
1,J00083,26.7
1,J00085,31.0
1,J00087,44.1
1,J00118,46.2
1,J00134,23.5
1,J00138,31.4
1,J00141,35.7
1,J00151,68.0
1,J00162,43.1
2,J00006,32.2
2,J00016,65.4
2,J00042,44.3
2,J00122,74.1
2,J00156,31.7
2,J00172,29.7
2,J00015,52.9
2,J00021,60.8
2,J00031,119.4
2,J00038,35.6
2,J00041,36.1
2,J00064,65.5
2,J00066,35.8
2,J00070,35.5
2,J00079,77.2
2,J00097,33.5
2,J00131,35.4
2,J00153,35.9
2,J00174,57.8
2,J00018,36.5
2,J00065,22.1
2,J00071,30.5
2,J00076,27.4
2,J00080,24.3
2,J00099,20.4
2,J00100,56.9
2,J00133,48.3
2,J00159,21.4
2,J00169,63.4
2,J00008,24.9
2,J00011,41.8
2,J00033,76.3
2,J00125,83.6
2,J00126,43.1
2,J00128,40.3
2,J00129,46.0
2,J00139,57.5
2,J00149,88.5
2,J00002,26.1
2,J00014,50.8
2,J00028,25.0
2,J00059,55.0
2,J00063,52.6
2,J00069,36.7
2,J00081,59.4
2,J00086,202.0
2,J00140,79.3
2,J00144,40.3
2,J00168,26.4
2,J00004,58.9
2,J00022,37.2
2,J00029,59.2
2,J00045,46.1
2,J00067,41.4
2,J00077,19.9
2,J00093,20.4
2,J00104,49.4
2,J00113,33.2
2,J00155,43.0
2,J00161,72.6
2,J00164,66.0
2,J00009,31.2
2,J00010,68.3
2,J00020,62.0
2,J00027,83.2
2,J00047,73.5
2,J00055,14.6
2,J00061,34.6
2,J00075,54.6
2,J00088,41.3
2,J00089,28.1
2,J00095,52.5
2,J00120,45.9
2,J00124,54.6
2,J00150,77.6
2,J00152,54.4
2,J00163,46.4
2,J00165,59.3
2,J00166,35.4
2,J00167,46.3
2,J00013,95.1
2,J00024,68.9
2,J00044,37.6
2,J00046,46.5
2,J00058,33.5
2,J00114,28.2
2,J00121,37.6
2,J00136,21.9
2,J00142,36.4
2,J00147,30.0
2,J00158,32.5
2,J00171,31.2
2,J00030,44.3
2,J00053,60.3
2,J00054,61.9
2,J00072,21.9
2,J00091,60.7
2,J00103,60.6
2,J00105,25.0
2,J00106,36.8
2,J00110,22.5
2,J00123,80.3
2,J00157,42.8
2,J00017,42.2
2,J00023,70.4
2,J00032,56.0
2,J00039,27.5
2,J00052,65.2
2,J00060,53.6
2,J00108,38.3
2,J00130,25.0
2,J00145,28.5
2,J00154,51.6
2,J00160,12.0
2,J00175,40.1
2,J00036,53.8
2,J00096,21.3
2,J00102,37.9
2,J00111,21.8
2,J00001,68.3
2,J00003,43.2
2,J00019,27.1
2,J00026,48.4
2,J00037,41.7
2,J00048,28.4
2,J00049,32.6
2,J00050,58.3
2,J00051,49.9
2,J00082,21.4
2,J00117,29.9
2,J00119,38.8
2,J00127,59.6
2,J00132,35.7
2,J00135,25.0
2,J00146,44.2
2,J00148,45.4
2,J00005,29.6
2,J00025,25.0
2,J00034,35.5
2,J00040,41.1
2,J00073,41.7
2,J00084,34.5
2,J00090,30.1
2,J00092,49.4
2,J00098,22.4
2,J00107,31.8
2,J00109,25.0
2,J00116,27.4
2,J00137,28.7
2,J00143,32.8
2,J00170,50.5
2,J00012,25.9
2,J00056,44.3
2,J00074,67.4
2,J00078,68.5
2,J00094,25.0
2,J00101,52.0
2,J00112,25.4
2,J00115,51.8
2,J00173,57.6
2,J00007,46.5
2,J00035,54.1
2,J00043,47.5
2,J00057,50.4
2,J00062,37.6
2,J00068,35.0
2,J00083,23.2
2,J00085,26.2
2,J00087,33.4
2,J00118,57.4
2,J00134,30.6
2,J00138,38.5
2,J00141,55.2
2,J00151,55.4
2,J00162,56.7
3,J00006,38.4
3,J00016,56.5
3,J00042,55.8
3,J00122,82.2
3,J00156,50.3
3,J00172,36.2
3,J00015,34.5
3,J00021,46.6
3,J00031,73.7
3,J00038,35.3
3,J00041,42.6
3,J00064,72.6
3,J00066,33.2
3,J00070,22.4
3,J00079,53.6
3,J00097,25.0
3,J00131,36.1
3,J00153,36.7
3,J00174,68.9
3,J00018,41.5
3,J00065,32.0
3,J00071,28.8
3,J00076,45.0
3,J00080,26.6
3,J00099,27.5
3,J00100,97.8
3,J00133,31.4
3,J00159,15.5
3,J00169,57.7
3,J00008,31.5
3,J00011,26.9
3,J00033,45.8
3,J00125,51.4
3,J00126,33.4
3,J00128,86.4
3,J00129,73.5
3,J00139,43.7
3,J00149,73.5
3,J00002,40.1
3,J00014,52.7
3,J00028,50.7
3,J00059,47.7
3,J00063,51.1
3,J00069,56.2
3,J00081,44.9
3,J00086,202.0
3,J00140,67.1
3,J00144,30.1
3,J00168,30.9
3,J00004,30.7
3,J00022,15.6
3,J00029,106.5
3,J00045,34.5
3,J00067,50.7
3,J00077,33.5
3,J00093,45.4
3,J00104,50.0
3,J00113,30.0
3,J00155,38.0
3,J00161,79.5
3,J00164,48.4
3,J00009,31.1
3,J00010,112.2
3,J00020,58.9
3,J00027,41.5
3,J00047,79.5
3,J00055,15.3
3,J00061,21.1
3,J00075,43.5
3,J00088,46.0
3,J00089,21.2
3,J00095,25.0
3,J00120,36.1
3,J00124,61.0
3,J00150,63.1
3,J00152,27.5
3,J00163,51.9
3,J00165,68.7
3,J00166,41.1
3,J00167,33.4
3,J00013,85.5
3,J00024,64.4
3,J00044,51.8
3,J00046,49.0
3,J00058,36.8
3,J00114,53.1
3,J00121,29.2
3,J00136,15.0
3,J00142,35.1
3,J00147,39.8
3,J00158,36.7
3,J00171,28.9
3,J00030,34.0
3,J00053,42.7
3,J00054,41.2
3,J00072,19.8
3,J00091,58.3
3,J00103,72.8
3,J00105,25.0
3,J00106,46.3
3,J00110,23.4
3,J00123,46.0
3,J00157,58.6
3,J00017,49.6
3,J00023,58.0
3,J00032,97.1
3,J00039,27.4
3,J00052,62.9
3,J00060,58.1
3,J00108,28.5
3,J00130,39.1
3,J00145,27.9
3,J00154,41.3
3,J00160,19.6
3,J00175,55.8
3,J00036,48.1
3,J00096,21.5
3,J00102,35.9
3,J00111,41.3
3,J00001,44.8
3,J00003,28.9
3,J00019,25.0
3,J00026,30.4
3,J00037,49.9
3,J00048,29.5
3,J00049,34.9
3,J00050,40.2
3,J00051,37.6
3,J00082,25.5
3,J00117,34.6
3,J00119,42.9
3,J00127,76.9
3,J00132,45.8
3,J00135,25.0
3,J00146,43.8
3,J00148,45.8
3,J00005,22.7
3,J00025,31.2
3,J00034,28.7
3,J00040,45.9
3,J00073,27.8
3,J00084,35.8
3,J00090,33.9
3,J00092,45.0
3,J00098,17.6
3,J00107,32.7
3,J00109,56.0
3,J00116,30.2
3,J00137,30.5
3,J00143,42.0
3,J00170,52.2
3,J00012,28.3
3,J00056,53.5
3,J00074,56.9
3,J00078,81.9
3,J00094,46.7
3,J00101,42.3
3,J00112,19.1
3,J00115,64.4
3,J00173,51.8
3,J00007,33.7
3,J00035,34.2
3,J00043,37.8
3,J00057,62.3
3,J00062,40.9
3,J00068,50.5
3,J00083,18.9
3,J00085,23.2
3,J00087,47.2
3,J00118,53.4
3,J00134,20.0
3,J00138,35.2
3,J00141,29.5
3,J00151,63.6
3,J00162,39.2
4,J00006,18.0
4,J00016,54.2
4,J00042,47.6
4,J00122,76.1
4,J00156,43.4
4,J00172,43.9
4,J00015,49.5
4,J00021,42.4
4,J00031,155.7
4,J00038,28.8
4,J00041,35.4
4,J00064,53.5
4,J00066,56.1
4,J00070,29.5
4,J00079,71.9
4,J00097,25.0
4,J00131,25.9
4,J00153,52.9
4,J00174,54.4
4,J00018,46.2
4,J00065,38.5
4,J00071,45.4
4,J00076,22.0
4,J00080,38.1
4,J00099,17.8
4,J00100,66.7
4,J00133,41.5
4,J00159,24.4
4,J00169,45.6
4,J00008,33.6
4,J00011,40.3
4,J00033,100.0
4,J00125,49.8
4,J00126,44.8
4,J00128,39.2
4,J00129,39.5
4,J00139,66.3
4,J00149,110.9
4,J00002,31.5
4,J00014,30.8
4,J00028,25.0
4,J00059,35.1
4,J00063,71.1
4,J00069,44.8
4,J00081,40.5
4,J00086,216.0
4,J00140,79.8
4,J00144,28.0
4,J00168,25.8
4,J00004,32.1
4,J00022,34.4
4,J00029,88.9
4,J00045,30.4
4,J00067,44.0
4,J00077,18.0
4,J00093,18.8
4,J00104,60.5
4,J00113,30.0
4,J00155,35.3
4,J00161,58.9
4,J00164,34.2
4,J00009,26.0
4,J00010,37.9
4,J00020,62.1
4,J00027,102.3
4,J00047,69.4
4,J00055,27.8
4,J00061,30.2
4,J00075,65.0
4,J00088,37.3
4,J00089,31.2
4,J00095,36.7
4,J00120,37.2
4,J00124,46.4
4,J00150,71.5
4,J00152,50.0
4,J00163,28.4
4,J00165,37.1
4,J00166,43.9
4,J00167,55.2
4,J00013,63.3
4,J00024,97.7
4,J00044,40.3
4,J00046,33.8
4,J00058,27.5
4,J00114,38.6
4,J00121,46.4
4,J00136,17.2
4,J00142,41.4
4,J00147,30.0
4,J00158,51.1
4,J00171,21.6
4,J00030,38.4
4,J00053,30.6
4,J00054,53.0
4,J00072,39.1
4,J00091,55.2
4,J00103,47.1
4,J00105,32.2
4,J00106,35.7
4,J00110,16.5
4,J00123,46.9
4,J00157,30.7
4,J00017,50.8
4,J00023,77.6
4,J00032,68.4
4,J00039,27.5
4,J00052,62.4
4,J00060,48.4
4,J00108,48.4
4,J00130,37.6
4,J00145,47.0
4,J00154,47.4
4,J00160,12.0
4,J00175,49.8
4,J00036,31.3
4,J00096,24.2
4,J00102,29.3
4,J00111,40.5
4,J00001,78.7
4,J00003,31.1
4,J00019,43.2
4,J00026,44.1
4,J00037,31.4
4,J00048,35.3
4,J00049,36.9
4,J00050,29.8
4,J00051,75.2
4,J00082,24.3
4,J00117,27.0
4,J00119,25.0
4,J00127,59.9
4,J00132,35.3
4,J00135,61.3
4,J00146,38.3
4,J00148,77.1
4,J00005,27.0
4,J00025,45.0
4,J00034,76.8
4,J00040,47.2
4,J00073,28.8
4,J00084,46.0
4,J00090,29.1
4,J00092,34.9
4,J00098,25.6
4,J00107,38.1
4,J00109,39.8
4,J00116,49.7
4,J00137,31.8
4,J00143,33.8
4,J00170,40.4
4,J00012,24.7
4,J00056,40.2
4,J00074,58.8
4,J00078,67.2
4,J00094,29.3
4,J00101,41.8
4,J00112,18.0
4,J00115,48.7
4,J00173,58.5
4,J00007,36.7
4,J00035,78.1
4,J00043,69.0
4,J00057,50.1
4,J00062,39.7
4,J00068,40.8
4,J00083,45.2
4,J00085,31.0
4,J00087,29.8
4,J00118,39.1
4,J00134,41.0
4,J00138,41.1
4,J00141,25.0
4,J00151,29.7
4,J00162,63.1
5,J00006,20.1
5,J00016,76.4
5,J00042,44.7
5,J00122,93.2
5,J00156,45.7
5,J00172,25.0
5,J00015,24.6
5,J00021,46.4
5,J00031,62.5
5,J00038,54.6
5,J00041,34.0
5,J00064,56.3
5,J00066,59.0
5,J00070,20.0
5,J00079,30.0
5,J00097,32.5
5,J00131,36.6
5,J00153,28.5
5,J00174,63.7
5,J00018,37.2
5,J00065,24.8
5,J00071,30.1
5,J00076,31.1
5,J00080,35.8
5,J00099,33.6
5,J00100,60.8
5,J00133,29.2
5,J00159,19.5
5,J00169,54.8
5,J00008,46.3
5,J00011,42.0
5,J00033,50.3
5,J00125,43.3
5,J00126,44.2
5,J00128,62.5
5,J00129,38.7
5,J00139,63.8
5,J00149,66.3
5,J00002,30.0
5,J00014,48.9
5,J00028,58.5
5,J00059,44.4
5,J00063,71.2
5,J00069,75.3
5,J00081,25.7
5,J00086,207.6
5,J00140,73.9
5,J00144,36.1
5,J00168,38.3
5,J00004,40.6
5,J00022,24.8
5,J00029,53.1
5,J00045,20.0
5,J00067,44.5
5,J00077,22.9
5,J00093,15.0
5,J00104,63.0
5,J00113,35.2
5,J00155,33.0
5,J00161,60.3
5,J00164,42.8
5,J00009,35.4
5,J00010,86.7
5,J00020,65.0
5,J00027,58.4
5,J00047,64.1
5,J00055,18.3
5,J00061,22.5
5,J00075,48.5
5,J00088,50.4
5,J00089,26.7
5,J00095,48.6
5,J00120,48.8
5,J00124,47.4
5,J00150,84.6
5,J00152,25.0
5,J00163,43.4
5,J00165,46.3
5,J00166,45.8
5,J00167,42.7
5,J00013,91.2
5,J00024,105.3
5,J00044,32.9
5,J00046,43.9
5,J00058,39.1
5,J00114,31.9
5,J00121,36.6
5,J00136,24.1
5,J00142,41.9
5,J00147,45.2
5,J00158,46.0
5,J00171,37.5
5,J00030,40.9
5,J00053,20.9
5,J00054,34.5
5,J00072,23.6
5,J00091,65.2
5,J00103,63.9
5,J00105,32.9
5,J00106,35.0
5,J00110,19.2
5,J00123,66.3
5,J00157,25.0
5,J00017,59.7
5,J00023,63.4
5,J00032,77.7
5,J00039,16.4
5,J00052,61.5
5,J00060,48.6
5,J00108,41.7
5,J00130,49.6
5,J00145,34.8
5,J00154,66.3
5,J00160,18.9
5,J00175,36.9
5,J00036,45.8
5,J00096,15.0
5,J00102,32.3
5,J00111,30.4
5,J00001,86.6
5,J00003,40.9
5,J00019,25.0
5,J00026,39.6
5,J00037,44.4
5,J00048,29.7
5,J00049,41.2
5,J00050,26.7
5,J00051,67.3
5,J00082,17.8
5,J00117,43.0
5,J00119,48.9
5,J00127,56.0
5,J00132,50.2
5,J00135,32.9
5,J00146,34.0
5,J00148,51.7
5,J00005,25.8
5,J00025,37.5
5,J00034,31.6
5,J00040,46.2
5,J00073,37.0
5,J00084,20.4
5,J00090,23.0
5,J00092,90.9
5,J00098,12.0
5,J00107,48.3
5,J00109,32.7
5,J00116,39.9
5,J00137,24.5
5,J00143,52.7
5,J00170,36.5
5,J00012,33.3
5,J00056,50.9
5,J00074,68.5
5,J00078,86.1
5,J00094,32.6
5,J00101,56.4
5,J00112,34.4
5,J00115,71.7
5,J00173,35.9
5,J00007,55.7
5,J00035,40.7
5,J00043,55.6
5,J00057,57.2
5,J00062,42.4
5,J00068,129.6
5,J00083,23.5
5,J00085,20.6
5,J00087,36.1
5,J00118,58.0
5,J00134,69.1
5,J00138,39.8
5,J00141,41.0
5,J00151,53.0
5,J00162,45.7
6,J00006,18.0
6,J00016,75.7
6,J00042,65.5
6,J00122,75.8
6,J00156,39.0
6,J00172,49.5
6,J00015,25.6
6,J00021,44.9
6,J00031,81.5
6,J00038,51.4
6,J00041,25.0
6,J00064,62.2
6,J00066,38.4
6,J00070,29.6
6,J00079,30.6
6,J00097,26.2
6,J00131,30.1
6,J00153,42.7
6,J00174,43.6
6,J00018,44.7
6,J00065,20.0
6,J00071,46.2
6,J00076,31.9
6,J00080,29.0
6,J00099,23.7
6,J00100,89.2
6,J00133,40.2
6,J00159,20.8
6,J00169,57.2
6,J00008,32.1
6,J00011,66.1
6,J00033,43.7
6,J00125,39.0
6,J00126,47.9
6,J00128,42.1
6,J00129,46.9
6,J00139,45.5
6,J00149,68.9
6,J00002,26.7
6,J00014,39.9
6,J00028,27.3
6,J00059,32.6
6,J00063,62.2
6,J00069,33.5
6,J00081,55.7
6,J00086,169.6
6,J00140,63.8
6,J00144,36.2
6,J00168,28.3
6,J00004,30.3
6,J00022,27.8
6,J00029,69.7
6,J00045,25.2
6,J00067,47.0
6,J00077,60.0
6,J00093,34.8
6,J00104,51.8
6,J00113,49.4
6,J00155,23.0
6,J00161,53.1
6,J00164,25.8
6,J00009,33.6
6,J00010,78.0
6,J00020,74.7
6,J00027,59.8
6,J00047,79.9
6,J00055,20.1
6,J00061,22.1
6,J00075,38.1
6,J00088,45.0
6,J00089,49.4
6,J00095,62.9
6,J00120,29.0
6,J00124,47.2
6,J00150,92.1
6,J00152,25.3
6,J00163,37.9
6,J00165,57.4
6,J00166,42.5
6,J00167,59.9
6,J00013,70.6
6,J00024,61.4
6,J00044,44.1
6,J00046,61.8
6,J00058,30.3
6,J00114,31.7
6,J00121,27.2
6,J00136,25.4
6,J00142,67.0
6,J00147,52.7
6,J00158,52.8
6,J00171,48.8
6,J00030,40.3
6,J00053,49.1
6,J00054,31.2
6,J00072,34.0
6,J00091,66.9
6,J00103,33.3
6,J00105,30.7
6,J00106,61.2
6,J00110,30.0
6,J00123,47.2
6,J00157,52.5
6,J00017,79.6
6,J00023,83.2
6,J00032,60.2
6,J00039,33.9
6,J00052,91.4
6,J00060,54.7
6,J00108,32.2
6,J00130,60.9
6,J00145,43.4
6,J00154,48.8
6,J00160,15.5
6,J00175,52.9
6,J00036,37.2
6,J00096,23.8
6,J00102,33.0
6,J00111,32.2
6,J00001,65.9
6,J00003,44.4
6,J00019,25.0
6,J00026,65.3
6,J00037,52.4
6,J00048,38.0
6,J00049,36.6
6,J00050,36.2
6,J00051,50.4
6,J00082,21.1
6,J00117,41.1
6,J00119,45.7
6,J00127,60.5
6,J00132,57.5
6,J00135,25.0
6,J00146,38.9
6,J00148,49.7
6,J00005,31.7
6,J00025,25.0
6,J00034,41.1
6,J00040,45.7
6,J00073,33.3
6,J00084,21.2
6,J00090,27.2
6,J00092,57.5
6,J00098,12.0
6,J00107,28.5
6,J00109,36.5
6,J00116,29.8
6,J00137,36.4
6,J00143,36.6
6,J00170,59.8
6,J00012,40.2
6,J00056,43.2
6,J00074,45.6
6,J00078,93.9
6,J00094,29.4
6,J00101,72.1
6,J00112,18.0
6,J00115,47.2
6,J00173,53.4
6,J00007,39.1
6,J00035,36.1
6,J00043,33.1
6,J00057,43.4
6,J00062,49.0
6,J00068,87.8
6,J00083,27.7
6,J00085,31.9
6,J00087,32.8
6,J00118,49.4
6,J00134,31.4
6,J00138,45.7
6,J00141,25.0
6,J00151,47.1
6,J00162,29.9
7,J00006,30.9
7,J00016,62.3
7,J00042,54.8
7,J00122,68.3
7,J00156,42.9
7,J00172,59.9
7,J00015,28.5
7,J00021,53.4
7,J00031,75.0
7,J00038,50.8
7,J00041,31.4
7,J00064,55.1
7,J00066,41.4
7,J00070,25.5
7,J00079,30.0
7,J00097,38.6
7,J00131,61.2
7,J00153,45.5
7,J00174,37.7
7,J00018,43.2
7,J00065,20.2
7,J00071,26.1
7,J00076,22.1
7,J00080,55.9
7,J00099,18.3
7,J00100,80.6
7,J00133,35.3
7,J00159,31.7
7,J00169,44.3
7,J00008,19.2
7,J00011,48.3
7,J00033,48.2
7,J00125,42.8
7,J00126,52.8
7,J00128,31.6
7,J00129,60.6
7,J00139,47.5
7,J00149,67.3
7,J00002,35.5
7,J00014,30.0
7,J00028,40.7
7,J00059,43.7
7,J00063,42.7
7,J00069,63.3
7,J00081,58.9
7,J00086,177.4
7,J00140,46.7
7,J00144,35.7
7,J00168,46.2
7,J00004,49.9
7,J00022,16.1
7,J00029,78.0
7,J00045,29.3
7,J00067,49.8
7,J00077,36.9
7,J00093,15.8
7,J00104,58.1
7,J00113,30.0
7,J00155,28.8
7,J00161,59.3
7,J00164,33.7
7,J00009,38.1
7,J00010,59.6
7,J00020,72.3
7,J00027,58.3
7,J00047,59.6
7,J00055,18.9
7,J00061,20.2
7,J00075,39.1
7,J00088,50.5
7,J00089,35.0
7,J00095,40.9
7,J00120,49.0
7,J00124,45.4
7,J00150,89.7
7,J00152,60.1
7,J00163,30.6
7,J00165,34.2
7,J00166,61.9
7,J00167,41.6
7,J00013,97.0
7,J00024,67.7
7,J00044,49.7
7,J00046,45.6
7,J00058,40.4
7,J00114,43.5
7,J00121,33.7
7,J00136,20.0
7,J00142,54.3
7,J00147,60.6
7,J00158,25.0
7,J00171,31.5
7,J00030,27.9
7,J00053,29.5
7,J00054,64.1
7,J00072,22.6
7,J00091,55.4
7,J00103,55.0
7,J00105,47.6
7,J00106,32.4
7,J00110,15.0
7,J00123,67.6
7,J00157,52.1
7,J00017,70.1
7,J00023,80.0
7,J00032,60.9
7,J00039,18.6
7,J00052,69.2
7,J00060,40.1
7,J00108,32.3
7,J00130,29.2
7,J00145,40.5
7,J00154,39.5
7,J00160,12.0
7,J00175,42.3
7,J00036,26.2
7,J00096,32.2
7,J00102,42.7
7,J00111,29.9
7,J00001,51.9
7,J00003,48.0
7,J00019,31.8
7,J00026,25.0
7,J00037,25.0
7,J00048,41.7
7,J00049,26.0
7,J00050,37.4
7,J00051,41.1
7,J00082,28.8
7,J00117,30.0
7,J00119,43.9
7,J00127,51.4
7,J00132,59.0
7,J00135,25.0
7,J00146,31.8
7,J00148,47.0
7,J00005,24.5
7,J00025,32.1
7,J00034,54.2
7,J00040,76.9
7,J00073,25.7
7,J00084,26.3
7,J00090,32.2
7,J00092,59.9
7,J00098,13.9
7,J00107,35.9
7,J00109,50.7
7,J00116,30.2
7,J00137,40.4
7,J00143,45.2
7,J00170,51.1
7,J00012,30.4
7,J00056,65.8
7,J00074,49.9
7,J00078,94.4
7,J00094,51.7
7,J00101,40.1
7,J00112,18.0
7,J00115,51.1
7,J00173,61.7
7,J00007,33.0
7,J00035,37.5
7,J00043,44.3
7,J00057,68.2
7,J00062,55.5
7,J00068,52.2
7,J00083,16.7
7,J00085,29.2
7,J00087,28.7
7,J00118,72.2
7,J00134,36.2
