job_id,dept,activity,section_id,location_desc,km_from,km_to,needs_T,needs_P,needs_D,needs_train_movements,needs_live_ohe,duration_mean_min,duration_sd_min,duration_min_min,duration_max_min,min_block_min,resources,due_day,criticality,priority,uncertainty_level,provenance
J00060,SNT,TRACK_CIRCUIT_MAINTENANCE,SLY-DST-UP,SLY-DST UP km 5.52,5.523,5.74,1,0,1,0,0,41.8,9.9,20.0,80.0,120,SNT_GANG_0,-5,1.601,URGENT,MEDIUM,D:poisson_from_periodicity
J00070,SNT,TRACK_CIRCUIT_MAINTENANCE,SLY-DST-DN,SLY-DST DN km 2.50,2.5,2.81,1,0,1,0,0,29.9,7.6,20.0,80.0,120,SNT_GANG_0,-5,1.755,URGENT,MEDIUM,D:poisson_from_periodicity
J00078,TRD,OHE_MEASUREMENT_UNDER_LOAD,DST-DPI-UP,DST-DPI UP km 7.46,7.463,8.106,0,0,0,0,1,34.0,8.2,18.0,65.0,0,TRD_GANG_0,-5,0.928,URGENT,MEDIUM,D:poisson_from_periodicity
J00096,TRD,OHE_INSPECTION,DPI-MAP-UP,DPI-MAP UP km 0.81,0.813,3.607,1,1,0,0,0,47.0,12.0,25.0,100.0,120,TOWER_WAGON_0,-5,1.372,URGENT,MEDIUM,D:poisson_from_periodicity
J00103,ENGG,TRACK_GEOMETRY_CORRECTION,MAP-TNGR-UP,MAP-TNGR UP km 5.32,5.322,5.592,1,0,0,0,0,42.8,13.2,25.0,100.0,120,PWAY_GANG_1,-5,1.644,URGENT,HIGH,D:poisson_from_periodicity
J00116,ENGG,THROUGH_TAMPING,TNGR-BDY-UP,TNGR-BDY UP km 0.86,0.856,4.935,1,0,0,0,0,74.2,13.9,35.0,150.0,150,TAMPER_0,-5,1.316,URGENT,MEDIUM,D:poisson_from_periodicity
J00186,SNT,POINT_MACHINE_OVERHAUL,DSPT-TNT-UP,DSPT-TNT UP km 5.76,5.762,5.991,1,0,1,0,0,42.0,11.4,25.0,100.0,120,SNT_GANG_2,-5,1.579,URGENT,MEDIUM,D:poisson_from_periodicity
J00204,ENGG,THROUGH_TAMPING,KPPR-MGSJ-UP,KPPR-MGSJ UP km 1.07,1.072,3.107,1,0,0,0,0,64.5,14.2,35.0,150.0,150,TAMPER_1,-5,1.163,URGENT,MEDIUM,D:poisson_from_periodicity
J00214,SNT,POINT_MACHINE_OVERHAUL,MGSJ-SA-UP,MGSJ-SA UP km 1.10,1.104,1.303,1,0,1,0,0,48.7,10.2,25.0,100.0,120,SNT_GANG_2,-5,2.322,URGENT,MEDIUM,D:poisson_from_periodicity
J00245,SNT,POINT_MACHINE_OVERHAUL,NEA-VRPD-UP,NEA-VRPD UP km 0.02,0.025,0.232,1,0,1,0,0,42.4,11.4,25.0,100.0,120,SNT_GANG_2,-5,2.176,URGENT,MEDIUM,D:poisson_from_periodicity
J00259,ENGG,TRACK_GEOMETRY_CORRECTION,VRPD-DVBH-DN,VRPD-DVBH DN km 0.06,0.064,0.687,1,0,0,0,0,56.8,12.8,25.0,100.0,120,PWAY_GANG_3,-5,1.189,URGENT,MEDIUM,D:poisson_from_periodicity
J00262,ENGG,TRACK_GEOMETRY_CORRECTION,DVBH-DC-UP,DVBH-DC UP km 4.73,4.73,5.101,1,0,0,0,0,54.0,12.5,25.0,100.0,120,PWAY_GANG_2,-5,1.135,URGENT,MEDIUM,D:poisson_from_periodicity
J00267,TRD,OHE_MEASUREMENT_UNDER_LOAD,DVBH-DC-UP,DVBH-DC UP km 1.40,1.4,1.938,0,0,0,0,1,34.0,7.4,18.0,65.0,0,TRD_GANG_0,-5,0.888,URGENT,MEDIUM,D:poisson_from_periodicity
J00270,ENGG,WELDING_REPAIR,DVBH-DC-DN,DVBH-DC DN km 4.36,4.363,4.467,1,0,0,0,0,48.7,18.7,30.0,120.0,120,PWAY_GANG_1,-5,2.239,URGENT,HIGH,D:poisson_from_periodicity
J00283,ENGG,THROUGH_TAMPING,DC-MVPM-DN,DC-MVPM DN km 1.85,1.848,3.217,1,0,0,0,0,64.1,14.4,35.0,150.0,150,TAMPER_0,-5,1.374,URGENT,MEDIUM,D:poisson_from_periodicity
J00302,ENGG,TRACK_GEOMETRY_CORRECTION,SGE-ANU-UP,SGE-ANU UP km 4.08,4.079,4.557,1,0,0,0,0,49.7,11.1,25.0,100.0,120,PWAY_GANG_2,-5,1.506,URGENT,MEDIUM,D:poisson_from_periodicity
J00016,SNT,POINT_MACHINE_OVERHAUL,TPT-MOLK-DN,TPT-MOLK DN km 1.15,1.149,1.393,1,0,1,0,0,44.0,9.2,25.0,100.0,120,SNT_GANG_0,-4,1.505,URGENT,MEDIUM,D:poisson_from_periodicity
J00021,TRD,OHE_MEASUREMENT_UNDER_LOAD,TPT-MOLK-DN,TPT-MOLK DN km 0.51,0.513,0.793,0,0,0,0,1,28.2,6.5,18.0,65.0,0,TRD_GANG_1,-4,1.001,URGENT,MEDIUM,D:poisson_from_periodicity
J00031,TRD,OHE_HEIGHT_ADJUSTMENT,MOLK-KEY-DN,MOLK-KEY DN km 3.47,3.467,4.198,1,1,0,0,0,32.6,8.7,15.0,60.0,120,TOWER_WAGON_1,-4,0.926,URGENT,MEDIUM,D:poisson_from_periodicity
J00035,ENGG,THROUGH_TAMPING,KEY-KNNT-UP,KEY-KNNT UP km 2.31,2.305,5.445,1,0,0,0,0,67.2,12.3,35.0,150.0,150,TAMPER_1,-4,1.193,URGENT,MEDIUM,D:poisson_from_periodicity
J00061,TRD,OHE_HEIGHT_ADJUSTMENT,SLY-DST-UP,SLY-DST UP km 3.47,3.468,3.702,1,1,0,0,0,22.5,6.7,15.0,60.0,120,TOWER_WAGON_1,-4,0.841,URGENT,HIGH,D:poisson_from_periodicity
J00111,SNT,SIGNAL_EQUIPMENT_MAINTENANCE,MAP-TNGR-DN,MAP-TNGR DN km 2.07,2.066,2.153,1,0,1,0,0,41.8,10.6,20.0,90.0,120,SNT_GANG_0,-4,1.331,URGENT,MEDIUM,D:poisson_from_periodicity
J00148,ENGG,TRACK_GEOMETRY_CORRECTION,BQI-LCR-UP,BQI-LCR UP km 8.98,8.975,9.582,1,0,0,0,0,48.6,13.0,25.0,100.0,120,PWAY_GANG_2,-4,1.354,URGENT,MEDIUM,D:poisson_from_periodicity
J00155,ENGG,TRACK_GEOMETRY_CORRECTION,BQI-LCR-DN,BQI-LCR DN km 7.46,7.459,7.92,1,0,0,0,0,43.5,11.1,25.0,100.0,120,PWAY_GANG_0,-4,1.829,URGENT,MEDIUM,D:poisson_from_periodicity
J00171,ENGG,THROUGH_TAMPING,LCR-DSPT-DN,LCR-DSPT DN km 2.82,2.824,4.643,1,0,0,0,0,60.3,10.5,35.0,150.0,150,TAMPER_0,-4,1.416,URGENT,MEDIUM,D:poisson_from_periodicity
J00182,TRD,OHE_MEASUREMENT_UNDER_LOAD,LCR-DSPT-DN,LCR-DSPT DN km 6.92,6.916,7.289,0,0,0,0,1,22.9,7.4,18.0,65.0,0,TRD_GANG_0,-4,0.777,URGENT,HIGH,D:poisson_from_periodicity
J00187,SNT,TRACK_CIRCUIT_MAINTENANCE,DSPT-TNT-UP,DSPT-TNT UP km 1.95,1.948,2.185,1,0,1,0,0,37.4,8.6,20.0,80.0,120,SNT_GANG_0,-4,1.724,URGENT,MEDIUM,D:poisson_from_periodicity
J00198,TRD,OHE_MEASUREMENT_UNDER_LOAD,TNT-KPPR-UP,TNT-KPPR UP km 9.45,9.448,9.738,0,0,0,0,1,24.1,6.5,18.0,65.0,0,TRD_GANG_1,-4,1.162,URGENT,MEDIUM,D:poisson_from_periodicity
J00200,TRD,OHE_INSPECTION,TNT-KPPR-DN,TNT-KPPR DN km 6.86,6.858,9.651,1,1,0,0,0,51.4,14.6,25.0,100.0,120,TOWER_WAGON_0,-4,1.064,URGENT,HIGH,D:poisson_from_periodicity
J00279,ENGG,WELDING_REPAIR,DC-MVPM-UP,DC-MVPM UP km 11.35,11.353,11.427,1,0,0,0,0,54.3,14.0,30.0,120.0,120,PWAY_GANG_2,-4,2.582,URGENT,MEDIUM,D:poisson_from_periodicity
J00338,SNT,SIGNAL_EQUIPMENT_MAINTENANCE,CV-ED-DN,CV-ED DN km 2.87,2.875,2.991,1,0,1,0,0,43.2,7.5,20.0,90.0,120,SNT_GANG_2,-4,1.79,URGENT,MEDIUM,D:poisson_from_periodicity
J00002,ENGG,TRACK_GEOMETRY_CORRECTION,JTJ-TPT-UP,JTJ-TPT UP km 3.96,3.958,4.292,1,0,0,0,0,39.3,14.1,25.0,100.0,120,PWAY_GANG_2,-3,1.145,URGENT,HIGH,D:poisson_from_periodicity
J00015,ENGG,TURNOUT_TAMPING,TPT-MOLK-DN,TPT-MOLK DN km 2.75,2.746,3.162,1,0,0,0,0,55.5,11.9,30.0,130.0,150,TAMPER_1,-3,1.4,URGENT,MEDIUM,D:poisson_from_periodicity
J00041,TRD,OHE_HEIGHT_ADJUSTMENT,KEY-KNNT-UP,KEY-KNNT UP km 0.51,0.513,1.002,1,1,0,0,0,25.6,6.5,15.0,60.0,120,TOWER_WAGON_0,-3,0.955,URGENT,MEDIUM,D:poisson_from_periodicity
J00046,SNT,TRACK_CIRCUIT_MAINTENANCE,KEY-KNNT-DN,KEY-KNNT DN km 3.71,3.71,4.037,1,0,1,0,0,36.1,6.9,20.0,80.0,120,SNT_GANG_2,-3,1.006,URGENT,MEDIUM,D:poisson_from_periodicity
J00071,SNT,SIGNAL_EQUIPMENT_MAINTENANCE,SLY-DST-DN,SLY-DST DN km 4.06,4.062,4.193,1,0,1,0,0,45.7,9.9,20.0,90.0,120,SNT_GANG_2,-3,1.225,URGENT,MEDIUM,D:poisson_from_periodicity
J00105,ENGG,THROUGH_TAMPING,MAP-TNGR-DN,MAP-TNGR DN km 0.52,0.519,2.737,1,0,0,0,0,63.1,10.3,35.0,150.0,150,TAMPER_0,-3,1.519,URGENT,MEDIUM,D:poisson_from_periodicity
J00120,ENGG,TRACK_GEOMETRY_CORRECTION,TNGR-BDY-DN,TNGR-BDY DN km 1.43,1.429,1.698,1,0,0,0,0,42.5,11.2,25.0,100.0,120,PWAY_GANG_2,-3,0.904,URGENT,MEDIUM,D:poisson_from_periodicity
J00134,ENGG,TRACK_GEOMETRY_CORRECTION,BDY-BQI-DN,BDY-BQI DN km 7.58,7.585,7.977,1,0,0,0,0,33.6,12.5,25.0,100.0,120,PWAY_GANG_3,-3,0.727,URGENT,HIGH,D:poisson_from_periodicity
J00157,TRD,DROPPER_WORK,BQI-LCR-DN,BQI-LCR DN km 8.01,8.013,8.212,1,1,0,0,0,26.1,8.2,18.0,70.0,120,TOWER_WAGON_0,-3,0.846,URGENT,HIGH,D:poisson_from_periodicity
J00164,TRD,OHE_INSPECTION,LCR-DSPT-UP,LCR-DSPT UP km 0.77,0.767,4.182,1,1,0,0,0,40.0,14.0,25.0,100.0,120,TOWER_WAGON_1,-3,0.841,URGENT,HIGH,D:poisson_from_periodicity
J00165,TRD,INSULATOR_REPLACEMENT,LCR-DSPT-UP,LCR-DSPT UP km 3.75,3.746,3.978,1,1,0,0,0,39.9,10.3,25.0,90.0,120,TOWER_WAGON_1,-3,1.411,URGENT,MEDIUM,D:poisson_from_periodicity
J00169,TRD,OHE_MEASUREMENT_UNDER_LOAD,LCR-DSPT-UP,LCR-DSPT UP km 3.92,3.924,4.437,0,0,0,0,1,25.3,6.2,18.0,65.0,0,TRD_GANG_0,-3,1.072,URGENT,MEDIUM,D:poisson_from_periodicity
J00193,TRD,TRACTION_BONDING,DSPT-TNT-DN,DSPT-TNT DN km 5.83,5.826,6.008,1,0,0,0,0,22.2,5.4,12.0,50.0,120,TRD_GANG_1,-3,1.161,URGENT,MEDIUM,D:poisson_from_periodicity
J00215,SNT,POINT_MACHINE_OVERHAUL,MGSJ-SA-UP,MGSJ-SA UP km 2.59,2.588,2.801,1,0,1,0,0,42.3,10.7,25.0,100.0,120,SNT_GANG_1,-3,1.529,URGENT,MEDIUM,D:poisson_from_periodicity
J00222,ENGG,TRACK_GEOMETRY_CORRECTION,MGSJ-SA-DN,MGSJ-SA DN km 1.24,1.242,1.746,1,0,0,0,0,48.0,12.3,25.0,100.0,120,PWAY_GANG_1,-3,0.957,URGENT,MEDIUM,D:poisson_from_periodicity
J00223,SNT,TRACK_CIRCUIT_MAINTENANCE,MGSJ-SA-DN,MGSJ-SA DN km 2.55,2.549,2.875,1,0,1,0,0,35.2,9.9,20.0,80.0,120,SNT_GANG_1,-3,0.996,URGENT,HIGH,D:poisson_from_periodicity
J00228,ENGG,TRACK_GEOMETRY_CORRECTION,SA-NEA-UP,SA-NEA UP km 0.44,0.435,0.994,1,0,0,0,0,48.3,13.1,25.0,100.0,120,PWAY_GANG_2,-3,1.836,URGENT,MEDIUM,D:poisson_from_periodicity
J00256,ENGG,TURNOUT_TAMPING,VRPD-DVBH-DN,VRPD-DVBH DN km 1.91,1.913,2.31,1,0,0,0,0,50.5,12.0,30.0,130.0,150,TAMPER_0,-3,1.096,URGENT,MEDIUM,D:poisson_from_periodicity
J00305,ENGG,THROUGH_TAMPING,SGE-ANU-DN,SGE-ANU DN km 3.35,3.353,7.3,1,0,0,0,0,60.4,10.9,35.0,150.0,150,TAMPER_1,-3,1.898,URGENT,MEDIUM,D:poisson_from_periodicity
J00314,TRD,OHE_INSPECTION,ANU-CV-UP,ANU-CV UP km 6.18,6.181,8.283,1,1,0,0,0,54.4,9.9,25.0,100.0,120,TOWER_WAGON_0,-3,1.053,URGENT,MEDIUM,D:poisson_from_periodicity
J00327,ENGG,TRACK_GEOMETRY_CORRECTION,CV-ED-UP,CV-ED UP km 2.48,2.483,3.054,1,0,0,0,0,43.5,13.6,25.0,100.0,120,PWAY_GANG_1,-3,1.132,URGENT,HIGH,D:poisson_from_periodicity
J00020,SNT,SIGNAL_EQUIPMENT_MAINTENANCE,TPT-MOLK-DN,TPT-MOLK DN km 3.96,3.957,4.078,1,0,1,0,0,39.7,7.8,20.0,90.0,120,SNT_GANG_0,-2,1.518,URGENT,MEDIUM,D:poisson_from_periodicity
