job_id,dept,activity,section_id,location_desc,km_from,km_to,needs_T,needs_P,needs_D,needs_train_movements,needs_live_ohe,duration_mean_min,duration_sd_min,duration_min_min,duration_max_min,min_block_min,resources,due_day,criticality,priority,uncertainty_level,provenance
J00094,TRD,OHE_HEIGHT_ADJUSTMENT,BQI-LCR-DN,BQI-LCR DN km 7.37,7.371,7.92,1,1,0,0,0,23.9,11.9,15.0,60.0,120,TOWER_WAGON_0,-3,0.656,URGENT,HIGH,D:poisson_from_periodicity
J00144,ENGG,TRACK_GEOMETRY_CORRECTION,SA-NEA-DN,SA-NEA DN km 1.26,1.261,2.017,1,0,0,0,0,42.8,15.7,25.0,100.0,120,PWAY_GANG_0,-3,1.352,URGENT,HIGH,D:poisson_from_periodicity
J00157,ENGG,THROUGH_TAMPING,NEA-VRPD-DN,NEA-VRPD DN km 0.02,0.023,2.799,1,0,0,0,0,65.3,18.3,35.0,150.0,150,TAMPER_0,-3,1.215,URGENT,HIGH,D:poisson_from_periodicity
J00162,ENGG,TRACK_GEOMETRY_CORRECTION,VRPD-DVBH-DN,VRPD-DVBH DN km 0.64,0.636,1.045,1,0,0,0,0,41.4,13.7,25.0,100.0,120,PWAY_GANG_0,-3,1.188,URGENT,HIGH,D:poisson_from_periodicity
J00178,TRD,OHE_INSPECTION,DC-MVPM-DN,DC-MVPM DN km 3.01,3.01,7.071,1,1,0,0,0,40.1,13.2,25.0,100.0,120,TOWER_WAGON_1,-3,1.25,URGENT,HIGH,D:poisson_from_periodicity
J00012,SNT,TRACK_CIRCUIT_MAINTENANCE,MOLK-KEY-UP,MOLK-KEY UP km 6.24,6.242,6.634,1,0,1,0,0,30.4,8.5,20.0,80.0,120,SNT_GANG_1,-2,1.685,URGENT,MEDIUM,D:poisson_from_periodicity
J00018,SNT,POINT_MACHINE_OVERHAUL,MOLK-KEY-DN,MOLK-KEY DN km 3.43,3.433,3.612,1,0,1,0,0,47.5,16.0,25.0,100.0,120,SNT_GANG_2,-2,1.73,URGENT,HIGH,D:poisson_from_periodicity
J00022,ENGG,TRACK_GEOMETRY_CORRECTION,KEY-KNNT-UP,KEY-KNNT UP km 0.92,0.916,1.542,1,0,0,0,0,42.4,13.6,25.0,100.0,120,PWAY_GANG_2,-2,0.788,URGENT,HIGH,D:poisson_from_periodicity
J00028,ENGG,WELDING_REPAIR,KNNT-SLY-UP,KNNT-SLY UP km 4.42,4.418,4.601,1,0,0,0,0,49.6,23.9,30.0,120.0,120,PWAY_GANG_2,-2,1.916,URGENT,HIGH,D:poisson_from_periodicity
J00039,SNT,TRACK_CIRCUIT_MAINTENANCE,SLY-DST-UP,SLY-DST UP km 5.30,5.303,5.63,1,0,1,0,0,36.1,9.0,20.0,80.0,120,SNT_GANG_1,-2,1.463,URGENT,MEDIUM,D:poisson_from_periodicity
J00136,SNT,TRACK_CIRCUIT_SHUNT_CHECK,MGSJ-SA-DN,MGSJ-SA DN km 2.94,2.941,3.124,0,0,0,1,0,23.6,7.9,15.0,55.0,0,SNT_GANG_2,-2,1.17,URGENT,HIGH,D:poisson_from_periodicity
J00140,SNT,TRACK_CIRCUIT_SHUNT_CHECK,SA-NEA-UP,SA-NEA UP km 2.95,2.946,3.178,0,0,0,1,0,24.9,9.0,15.0,55.0,0,SNT_GANG_1,-2,0.977,URGENT,HIGH,D:poisson_from_periodicity
J00148,TRD,OHE_INSPECTION,SA-NEA-DN,SA-NEA DN km 1.69,1.689,5.53,1,1,0,0,0,36.7,18.2,25.0,100.0,120,TOWER_WAGON_0,-2,0.55,URGENT,HIGH,D:poisson_from_periodicity
J00149,TRD,OHE_INSPECTION,SA-NEA-DN,SA-NEA DN km 2.30,2.298,4.771,1,1,0,0,0,43.9,16.6,25.0,100.0,120,TOWER_WAGON_1,-2,1.051,URGENT,HIGH,D:poisson_from_periodicity
J00180,ENGG,THROUGH_TAMPING,MVPM-SGE-UP,MVPM-SGE UP km 2.55,2.548,4.714,1,0,0,0,0,68.6,15.8,35.0,150.0,150,TAMPER_1,-2,1.631,URGENT,MEDIUM,D:poisson_from_periodicity
J00204,TRD,TRACTION_BONDING,ANU-CV-DN,ANU-CV DN km 4.70,4.705,5.013,1,0,0,0,0,14.7,8.3,12.0,50.0,120,TRD_GANG_0,-2,1.276,URGENT,HIGH,D:poisson_from_periodicity
J00046,ENGG,TRACK_GEOMETRY_CORRECTION,DST-DPI-UP,DST-DPI UP km 2.91,2.915,3.712,1,0,0,0,0,54.1,17.8,25.0,100.0,120,PWAY_GANG_1,-1,1.277,NORMAL,HIGH,D:poisson_from_periodicity
J00096,TRD,OHE_MEASUREMENT_UNDER_LOAD,BQI-LCR-DN,BQI-LCR DN km 3.38,3.382,3.764,0,0,0,0,1,31.4,10.7,18.0,65.0,0,TRD_GANG_0,-1,0.761,NORMAL,HIGH,D:poisson_from_periodicity
J00109,ENGG,TRACK_GEOMETRY_CORRECTION,DSPT-TNT-DN,DSPT-TNT DN km 0.77,0.771,1.044,1,0,0,0,0,33.1,13.3,25.0,100.0,120,PWAY_GANG_3,-1,1.597,HIGH,HIGH,D:poisson_from_periodicity
J00132,SNT,TRACK_CIRCUIT_SHUNT_CHECK,MGSJ-SA-UP,MGSJ-SA UP km 2.96,2.959,3.284,0,0,0,1,0,23.7,6.9,15.0,55.0,0,SNT_GANG_0,-1,1.001,NORMAL,HIGH,D:poisson_from_periodicity
J00164,TRD,INSULATOR_REPLACEMENT,VRPD-DVBH-DN,VRPD-DVBH DN km 3.74,3.741,3.923,1,1,0,0,0,43.3,10.4,25.0,90.0,120,TOWER_WAGON_1,-1,1.509,HIGH,MEDIUM,D:poisson_from_periodicity
J00167,SNT,POINT_MACHINE_OVERHAUL,DVBH-DC-DN,DVBH-DC DN km 1.31,1.311,1.516,1,0,1,0,0,42.0,14.6,25.0,100.0,120,SNT_GANG_2,-1,1.263,NORMAL,HIGH,D:poisson_from_periodicity
J00175,ENGG,TRACK_GEOMETRY_CORRECTION,DC-MVPM-DN,DC-MVPM DN km 6.02,6.015,6.51,1,0,0,0,0,43.0,13.6,25.0,100.0,120,PWAY_GANG_2,-1,1.346,NORMAL,HIGH,D:poisson_from_periodicity
J00181,SNT,TRACK_CIRCUIT_SHUNT_CHECK,MVPM-SGE-UP,MVPM-SGE UP km 4.90,4.9,5.072,0,0,0,1,0,23.4,7.3,15.0,55.0,0,SNT_GANG_0,-1,0.926,NORMAL,HIGH,D:poisson_from_periodicity
J00200,ENGG,TRACK_GEOMETRY_CORRECTION,ANU-CV-DN,ANU-CV DN km 7.87,7.871,8.284,1,0,0,0,0,40.1,16.8,25.0,100.0,120,PWAY_GANG_1,-1,1.348,NORMAL,HIGH,D:poisson_from_periodicity
J00209,SNT,TRACK_CIRCUIT_MAINTENANCE,CV-ED-UP,CV-ED UP km 1.64,1.64,1.926,1,0,1,0,0,36.9,12.4,20.0,80.0,120,SNT_GANG_1,-1,1.147,NORMAL,HIGH,D:poisson_from_periodicity
J00212,TRD,OHE_INSPECTION,CV-ED-UP,CV-ED UP km 0.20,0.205,3.332,1,1,0,0,0,49.3,16.7,25.0,100.0,120,TOWER_WAGON_1,-1,1.09,NORMAL,HIGH,D:poisson_from_periodicity
J00002,ENGG,TRACK_GEOMETRY_CORRECTION,JTJ-TPT-UP,JTJ-TPT UP km 3.96,3.958,4.292,1,0,0,0,0,39.3,18.3,25.0,100.0,120,PWAY_GANG_2,0,1.145,NORMAL,HIGH,D:poisson_from_periodicity
J00009,ENGG,WELDING_REPAIR,TPT-MOLK-UP,TPT-MOLK UP km 1.10,1.099,1.158,1,0,0,0,0,65.0,22.4,30.0,120.0,120,PWAY_GANG_2,0,1.457,HIGH,HIGH,D:poisson_from_periodicity
J00036,TRD,OHE_MEASUREMENT_UNDER_LOAD,KNNT-SLY-DN,KNNT-SLY DN km 4.97,4.974,5.441,0,0,0,0,1,30.5,10.1,18.0,65.0,0,TRD_GANG_0,0,1.066,NORMAL,HIGH,D:poisson_from_periodicity
J00041,ENGG,TRACK_GEOMETRY_CORRECTION,SLY-DST-DN,SLY-DST DN km 4.55,4.551,5.261,1,0,0,0,0,46.7,17.4,25.0,100.0,120,PWAY_GANG_2,0,1.115,NORMAL,HIGH,D:poisson_from_periodicity
J00048,ENGG,TRACK_GEOMETRY_CORRECTION,DST-DPI-UP,DST-DPI UP km 4.60,4.601,4.978,1,0,0,0,0,32.5,13.1,25.0,100.0,120,PWAY_GANG_3,0,0.694,NORMAL,HIGH,D:poisson_from_periodicity
J00080,TRD,OHE_INSPECTION,BDY-BQI-UP,BDY-BQI UP km 2.13,2.133,5.108,1,1,0,0,0,36.4,15.3,25.0,100.0,120,TOWER_WAGON_0,0,1.128,NORMAL,HIGH,D:poisson_from_periodicity
J00097,ENGG,DEEP_SCREENING,LCR-DSPT-UP,LCR-DSPT UP km 3.33,3.327,4.351,1,0,0,0,0,197.5,47.6,90.0,300.0,240,BCM_0,0,1.061,NORMAL,MEDIUM,D:poisson_from_periodicity
J00134,SNT,POINT_MACHINE_OVERHAUL,MGSJ-SA-DN,MGSJ-SA DN km 2.69,2.687,2.832,1,0,1,0,0,41.7,12.5,25.0,100.0,120,SNT_GANG_0,0,1.949,HIGH,HIGH,D:poisson_from_periodicity
J00185,ENGG,TRACK_GEOMETRY_CORRECTION,SGE-ANU-UP,SGE-ANU UP km 0.69,0.688,1.014,1,0,0,0,0,47.0,13.9,25.0,100.0,120,PWAY_GANG_3,0,1.507,HIGH,HIGH,D:poisson_from_periodicity
J00196,TRD,OHE_INSPECTION,ANU-CV-UP,ANU-CV UP km 2.93,2.932,5.95,1,1,0,0,0,43.6,15.1,25.0,100.0,120,TOWER_WAGON_1,0,1.397,NORMAL,HIGH,D:poisson_from_periodicity
J00202,TRD,DROPPER_WORK,ANU-CV-DN,ANU-CV DN km 1.48,1.484,1.782,1,1,0,0,0,31.5,8.5,18.0,70.0,120,TOWER_WAGON_0,0,1.136,NORMAL,MEDIUM,D:poisson_from_periodicity
J00007,ENGG,TURNOUT_TAMPING,JTJ-TPT-DN,JTJ-TPT DN km 3.93,3.927,4.375,1,0,0,0,0,60.3,14.8,30.0,130.0,150,TAMPER_0,1,1.943,HIGH,MEDIUM,D:poisson_from_periodicity
J00011,ENGG,TRACK_GEOMETRY_CORRECTION,MOLK-KEY-UP,MOLK-KEY UP km 5.83,5.83,6.53,1,0,0,0,0,43.7,16.4,25.0,100.0,120,PWAY_GANG_0,1,1.054,NORMAL,HIGH,D:poisson_from_periodicity
J00040,TRD,OHE_INSPECTION,SLY-DST-UP,SLY-DST UP km 2.01,2.009,5.696,1,1,0,0,0,57.8,13.3,25.0,100.0,120,TOWER_WAGON_1,1,1.119,NORMAL,MEDIUM,D:poisson_from_periodicity
J00055,ENGG,DEEP_SCREENING,DST-DPI-DN,DST-DPI DN km 3.61,3.612,4.458,1,0,0,0,0,161.9,39.4,90.0,300.0,240,BCM_0,1,1.129,NORMAL,MEDIUM,D:poisson_from_periodicity
J00059,TRD,OHE_MEASUREMENT_UNDER_LOAD,DST-DPI-DN,DST-DPI DN km 2.66,2.658,3.106,0,0,0,0,1,25.0,10.6,18.0,65.0,0,TRD_GANG_1,1,1.211,NORMAL,HIGH,D:poisson_from_periodicity
J00060,ENGG,RAIL_RENEWAL,DPI-MAP-UP,DPI-MAP UP km 2.81,2.81,2.973,1,0,0,0,0,76.1,24.0,45.0,180.0,150,PQRS_0,1,1.626,HIGH,HIGH,D:poisson_from_periodicity
J00064,TRD,OHE_MEASUREMENT_UNDER_LOAD,MAP-TNGR-UP,MAP-TNGR UP km 1.39,1.387,1.899,0,0,0,0,1,25.0,10.1,18.0,65.0,0,TRD_GANG_0,1,0.857,NORMAL,HIGH,D:poisson_from_periodicity
J00065,ENGG,THROUGH_TAMPING,MAP-TNGR-DN,MAP-TNGR DN km 2.90,2.897,5.059,1,0,0,0,0,65.1,12.8,35.0,150.0,150,TAMPER_0,1,1.497,HIGH,MEDIUM,D:poisson_from_periodicity
J00067,TRD,DROPPER_WORK,MAP-TNGR-DN,MAP-TNGR DN km 1.92,1.917,2.128,1,1,0,0,0,32.1,9.7,18.0,70.0,120,TOWER_WAGON_0,1,1.391,NORMAL,HIGH,D:poisson_from_periodicity
J00090,SNT,TRACK_CIRCUIT_MAINTENANCE,BQI-LCR-UP,BQI-LCR UP km 7.29,7.287,7.606,1,0,1,0,0,35.3,12.6,20.0,80.0,120,SNT_GANG_1,1,1.084,NORMAL,HIGH,D:poisson_from_periodicity
J00111,ENGG,WELDING_REPAIR,DSPT-TNT-DN,DSPT-TNT DN km 1.17,1.165,1.282,1,0,0,0,0,46.8,20.0,30.0,120.0,120,PWAY_GANG_3,1,1.941,HIGH,HIGH,D:poisson_from_periodicity
J00153,ENGG,TRACK_GEOMETRY_CORRECTION,NEA-VRPD-UP,NEA-VRPD UP km 0.13,0.129,0.874,1,0,0,0,0,48.6,18.6,25.0,100.0,120,PWAY_GANG_3,1,1.274,NORMAL,HIGH,D:poisson_from_periodicity
J00163,SNT,TRACK_CIRCUIT_MAINTENANCE,VRPD-DVBH-DN,VRPD-DVBH DN km 2.10,2.101,2.433,1,0,1,0,0,34.9,12.3,20.0,80.0,120,SNT_GANG_2,1,0.563,NORMAL,HIGH,D:poisson_from_periodicity
J00191,TRD,OHE_INSPECTION,SGE-ANU-DN,SGE-ANU DN km 4.15,4.15,7.055,1,1,0,0,0,42.5,16.1,25.0,100.0,120,TOWER_WAGON_0,1,1.301,NORMAL,HIGH,D:poisson_from_periodicity
J00213,ENGG,THROUGH_TAMPING,CV-ED-DN,CV-ED DN km 1.06,1.062,3.293,1,0,0,0,0,67.7,15.9,35.0,150.0,150,TAMPER_0,1,1.792,HIGH,MEDIUM,D:poisson_from_periodicity
J00004,ENGG,TRACK_GEOMETRY_CORRECTION,JTJ-TPT-UP,JTJ-TPT UP km 1.07,1.07,1.605,1,0,0,0,0,47.2,17.7,25.0,100.0,120,PWAY_GANG_3,2,1.046,NORMAL,HIGH,D:poisson_from_periodicity
J00015,ENGG,THROUGH_TAMPING,MOLK-KEY-DN,MOLK-KEY DN km 2.28,2.275,6.744,1,0,0,0,0,63.7,13.7,35.0,150.0,150,TAMPER_1,2,1.013,NORMAL,MEDIUM,D:poisson_from_periodicity
J00050,SNT,TRACK_CIRCUIT_MAINTENANCE,DST-DPI-UP,DST-DPI UP km 6.74,6.738,7.052,1,0,1,0,0,34.4,12.6,20.0,80.0,120,SNT_GANG_0,2,0.893,NORMAL,HIGH,D:poisson_from_periodicity
J00072,SNT,TRACK_CIRCUIT_MAINTENANCE,TNGR-BDY-DN,TNGR-BDY DN km 5.40,5.401,5.855,1,0,1,0,0,36.1,9.3,20.0,80.0,120,SNT_GANG_2,2,0.55,NORMAL,MEDIUM,D:poisson_from_periodicity
J00089,SNT,POINT_MACHINE_OVERHAUL,BQI-LCR-UP,BQI-LCR UP km 5.43,5.43,5.655,1,0,1,0,0,42.4,12.2,25.0,100.0,120,SNT_GANG_2,2,2.607,URGENT,HIGH,D:poisson_from_periodicity
J00104,SNT,TRACK_CIRCUIT_MAINTENANCE,LCR-DSPT-DN,LCR-DSPT DN km 1.51,1.509,1.841,1,0,1,0,0,39.1,12.2,20.0,80.0,120,SNT_GANG_2,2,1.151,NORMAL,HIGH,D:poisson_from_periodicity
J00112,TRD,OHE_INSPECTION,DSPT-TNT-DN,DSPT-TNT DN km 0.28,0.284,6.546,1,1,0,0,0,51.2,16.9,25.0,100.0,120,TOWER_WAGON_1,2,0.987,NORMAL,HIGH,D:poisson_from_periodicity
J00114,SNT,POINT_MACHINE_OVERHAUL,TNT-KPPR-UP,TNT-KPPR UP km 0.52,0.525,0.749,1,0,1,0,0,52.5,12.7,25.0,100.0,120,SNT_GANG_2,2,1.968,HIGH,MEDIUM,D:poisson_from_periodicity
J00116,TRD,OHE_MEASUREMENT_UNDER_LOAD,TNT-KPPR-UP,TNT-KPPR UP km 9.45,9.45,9.863,0,0,0,0,1,24.8,10.8,18.0,65.0,0,TRD_GANG_1,2,0.569,NORMAL,HIGH,D:poisson_from_periodicity
J00119,ENGG,TURNOUT_TAMPING,KPPR-MGSJ-UP,KPPR-MGSJ UP km 2.78,2.78,3.209,1,0,0,0,0,57.9,19.9,30.0,130.0,150,TAMPER_1,2,2.684,URGENT,HIGH,D:poisson_from_periodicity
J00141,TRD,OHE_MEASUREMENT_UNDER_LOAD,SA-NEA-UP,SA-NEA UP km 3.80,3.799,4.19,0,0,0,0,1,23.0,7.4,18.0,65.0,0,TRD_GANG_1,2,1.038,NORMAL,HIGH,D:poisson_from_periodicity
J00143,ENGG,TRACK_GEOMETRY_CORRECTION,SA-NEA-DN,SA-NEA DN km 6.02,6.018,6.543,1,0,0,0,0,55.0,17.6,25.0,100.0,120,PWAY_GANG_3,2,1.184,NORMAL,HIGH,D:poisson_from_periodicity
J00146,SNT,TRACK_CIRCUIT_MAINTENANCE,SA-NEA-DN,SA-NEA DN km 1.10,1.105,1.327,1,0,1,0,0,35.0,12.0,20.0,80.0,120,SNT_GANG_1,2,1.423,HIGH,HIGH,D:poisson_from_periodicity
J00154,SNT,TRACK_CIRCUIT_MAINTENANCE,NEA-VRPD-UP,NEA-VRPD UP km 2.17,2.166,2.348,1,0,1,0,0,35.5,9.3,20.0,80.0,120,SNT_GANG_1,2,1.213,NORMAL,MEDIUM,D:poisson_from_periodicity
J00195,ENGG,THROUGH_TAMPING,ANU-CV-UP,ANU-CV UP km 0.51,0.51,3.593,1,0,0,0,0,59.0,17.7,35.0,150.0,150,TAMPER_1,2,1.357,NORMAL,HIGH,D:poisson_from_periodicity
J00207,ENGG,TRACK_GEOMETRY_CORRECTION,CV-ED-UP,CV-ED UP km 2.15,2.148,2.532,1,0,0,0,0,44.7,19.4,25.0,100.0,120,PWAY_GANG_0,2,1.448,HIGH,HIGH,D:poisson_from_periodicity
J00220,TRD,OHE_INSPECTION,CV-ED-DN,CV-ED DN km 0.46,0.46,3.988,1,1,0,0,0,42.1,13.5,25.0,100.0,120,TOWER_WAGON_0,2,1.679,HIGH,HIGH,D:poisson_from_periodicity
J00010,TRD,OHE_MEASUREMENT_UNDER_LOAD,TPT-MOLK-DN,TPT-MOLK DN km 0.31,0.312,0.731,0,0,0,0,1,37.6,9.3,18.0,65.0,0,TRD_GANG_1,3,0.602,NORMAL,MEDIUM,D:poisson_from_periodicity
J00014,TRD,INSULATOR_REPLACEMENT,MOLK-KEY-UP,MOLK-KEY UP km 6.16,6.164,6.45,1,1,0,0,0,39.2,12.1,25.0,90.0,120,TOWER_WAGON_0,3,1.371,NORMAL,HIGH,D:poisson_from_periodicity
J00021,ENGG,TRACK_GEOMETRY_CORRECTION,KEY-KNNT-UP,KEY-KNNT UP km 3.48,3.484,3.78,1,0,0,0,0,46.7,18.3,25.0,100.0,120,PWAY_GANG_3,3,0.904,NORMAL,HIGH,D:poisson_from_periodicity
J00024,ENGG,THROUGH_TAMPING,KEY-KNNT-DN,KEY-KNNT DN km 0.28,0.284,3.572,1,0,0,0,0,70.5,18.8,35.0,150.0,150,TAMPER_0,3,1.011,NORMAL,MEDIUM,D:poisson_from_periodicity
J00026,TRD,TRACTION_BONDING,KEY-KNNT-DN,KEY-KNNT DN km 1.92,1.924,2.221,1,0,0,0,0,21.1,9.2,12.0,50.0,120,TRD_GANG_0,3,1.11,NORMAL,HIGH,D:poisson_from_periodicity
J00047,ENGG,TRACK_GEOMETRY_CORRECTION,DST-DPI-UP,DST-DPI UP km 1.41,1.415,1.818,1,0,0,0,0,42.0,12.8,25.0,100.0,120,PWAY_GANG_0,3,0.73,NORMAL,HIGH,D:poisson_from_periodicity
J00052,ENGG,THROUGH_TAMPING,DST-DPI-DN,DST-DPI DN km 3.87,3.872,5.852,1,0,0,0,0,72.6,17.8,35.0,150.0,150,TAMPER_1,3,1.527,HIGH,MEDIUM,D:poisson_from_periodicity
J00071,ENGG,DEEP_SCREENING,TNGR-BDY-DN,TNGR-BDY DN km 0.07,0.071,1.092,1,0,0,0,0,140.9,40.3,90.0,300.0,240,BCM_0,3,0.843,NORMAL,HIGH,D:poisson_from_periodicity
J00082,TRD,OHE_MEASUREMENT_UNDER_LOAD,BDY-BQI-UP,BDY-BQI UP km 2.42,2.419,2.861,0,0,0,0,1,23.9,7.9,18.0,65.0,0,TRD_GANG_0,3,0.627,NORMAL,HIGH,D:poisson_from_periodicity
J00084,ENGG,DEEP_SCREENING,BDY-BQI-DN,BDY-BQI DN km 1.41,1.411,2.965,1,0,0,0,0,158.3,34.8,90.0,300.0,240,BCM_0,3,0.978,NORMAL,MEDIUM,D:poisson_from_periodicity
J00095,TRD,OHE_HEIGHT_ADJUSTMENT,BQI-LCR-DN,BQI-LCR DN km 6.21,6.206,7.025,1,1,0,0,0,26.4,9.5,15.0,60.0,120,TOWER_WAGON_1,3,0.962,NORMAL,HIGH,D:poisson_from_periodicity
J00099,SNT,SIGNAL_EQUIPMENT_MAINTENANCE,LCR-DSPT-UP,LCR-DSPT UP km 6.34,6.335,6.524,1,0,1,0,0,44.3,11.0,20.0,90.0,120,SNT_GANG_0,3,1.796,HIGH,MEDIUM,D:poisson_from_periodicity
J00100,SNT,SIGNAL_EQUIPMENT_MAINTENANCE,LCR-DSPT-UP,LCR-DSPT UP km 5.90,5.899,6.017,1,0,1,0,0,35.1,13.5,20.0,90.0,120,SNT_GANG_2,3,0.925,NORMAL,HIGH,D:poisson_from_periodicity
J00124,ENGG,TRACK_GEOMETRY_CORRECTION,KPPR-MGSJ-DN,KPPR-MGSJ DN km 1.79,1.79,2.148,1,0,0,0,0,41.5,13.6,25.0,100.0,120,PWAY_GANG_1,3,0.639,NORMAL,HIGH,D:poisson_from_periodicity
J00135,SNT,POINT_MACHINE_OVERHAUL,MGSJ-SA-DN,MGSJ-SA DN km 0.77,0.771,0.99,1,0,1,0,0,44.5,12.2,25.0,100.0,120,SNT_GANG_1,3,1.86,HIGH,MEDIUM,D:poisson_from_periodicity
J00160,TRD,OHE_INSPECTION,VRPD-DVBH-UP,VRPD-DVBH UP km 0.29,0.292,4.206,1,1,0,0,0,55.9,16.8,25.0,100.0,120,TOWER_WAGON_1,3,1.182,NORMAL,HIGH,D:poisson_from_periodicity
J00183,TRD,OHE_INSPECTION,MVPM-SGE-DN,MVPM-SGE DN km 0.60,0.603,5.149,1,1,0,0,0,35.1,17.5,25.0,100.0,120,TOWER_WAGON_1,3,0.702,NORMAL,HIGH,D:poisson_from_periodicity
J00187,SNT,TRACK_CIRCUIT_MAINTENANCE,SGE-ANU-UP,SGE-ANU UP km 7.07,7.075,7.452,1,0,1,0,0,28.3,13.0,20.0,80.0,120,SNT_GANG_2,3,0.629,NORMAL,HIGH,D:poisson_from_periodicity
J00206,ENGG,TRACK_GEOMETRY_CORRECTION,CV-ED-UP,CV-ED UP km 0.25,0.246,0.658,1,0,0,0,0,39.6,14.1,25.0,100.0,120,PWAY_GANG_2,3,1.311,NORMAL,HIGH,D:poisson_from_periodicity
J00208,SNT,TRACK_CIRCUIT_MAINTENANCE,CV-ED-UP,CV-ED UP km 1.63,1.633,1.957,1,0,1,0,0,33.7,10.5,20.0,80.0,120,SNT_GANG_0,3,1.414,HIGH,HIGH,D:poisson_from_periodicity
J00215,ENGG,TRACK_GEOMETRY_CORRECTION,CV-ED-DN,CV-ED DN km 3.59,3.585,4.034,1,0,0,0,0,49.5,16.6,25.0,100.0,120,PWAY_GANG_1,3,1.405,HIGH,HIGH,D:poisson_from_periodicity
J00078,SNT,SIGNAL_EQUIPMENT_MAINTENANCE,BDY-BQI-UP,BDY-BQI UP km 9.65,9.651,9.704,1,0,1,0,0,35.2,10.1,20.0,90.0,120,SNT_GANG_0,4,1.836,HIGH,HIGH,D:poisson_from_periodicity
J00092,SNT,TRACK_CIRCUIT_MAINTENANCE,BQI-LCR-DN,BQI-LCR DN km 6.35,6.352,6.64,1,0,1,0,0,39.2,12.9,20.0,80.0,120,SNT_GANG_1,4,0.962,NORMAL,HIGH,D:poisson_from_periodicity
J00107,TRD,OHE_MEASUREMENT_UNDER_LOAD,LCR-DSPT-DN,LCR-DSPT DN km 2.30,2.298,2.701,0,0,0,0,1,31.3,8.6,18.0,65.0,0,TRD_GANG_1,4,0.971,NORMAL,MEDIUM,D:poisson_from_periodicity
